name,style,ounces,abv,ibu,brewery,city,state
Luchesa Lager,Keller Bier / Zwickel Bier,12.0,4.8,35.0,Oasis Texas Brewing Company,Austin,TX
Occidental Hefeweizen,American Pale Wheat Ale,16.0,4.7,,Occidental Brewing Company,Portland,OR
Occidental Dunkel,Dunkelweizen,16.0,5.1,,Occidental Brewing Company,Portland,OR
Occidental Altbier,Altbier,16.0,5.0,,Occidental Brewing Company,Portland,OR
Occidental Kölsch,Kölsch,16.0,4.5,,Occidental Brewing Company,Portland,OR
Perpetual Darkness,Belgian Strong Dark Ale,12.0,9.2,72.0,Odyssey Beerwerks,Arvada,CO
Clan Warrior,Scotch Ale / Wee Heavy,12.0,8.7,29.0,Odyssey Beerwerks,Arvada,CO
Psycho Penguin Vanilla Porter,American Porter,12.0,5.4,36.0,Odyssey Beerwerks,Arvada,CO
Heliocentric Hefeweizen,Hefeweizen,12.0,4.7,,Odyssey Beerwerks,Arvada,CO
Ghose Drifter Pale Ale,American Pale Ale (APA),12.0,5.1,,Odyssey Beerwerks,Arvada,CO
Ghost Rider Pale Ale,American Pale Ale (APA),12.0,5.1,,Odyssey Beerwerks,Arvada,CO
Helios Hefeweizen,Hefeweizen,12.0,4.7,,Odyssey Beerwerks,Arvada,CO
The Hole in Hadrian's Wall,Scottish Ale,16.0,9.5,19.0,Okoboji Brewing Company,Spirit Lake,IA
33 Select Brown Ale,American Brown Ale,16.0,6.5,26.0,Okoboji Brewing Company,Spirit Lake,IA
Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,16.0,6.0,29.0,Okoboji Brewing Company,Spirit Lake,IA
Boji Blue Pale Ale,American Pale Ale (APA),16.0,5.0,45.0,Okoboji Brewing Company,Spirit Lake,IA
Winter Games Select #32 Stout,American Stout,16.0,5.7,26.0,Okoboji Brewing Company,Spirit Lake,IA
Boji Beach Golden Rye Ale,Rye Beer,16.0,5.0,23.0,Okoboji Brewing Company,Spirit Lake,IA
Hopsmith Pale Lager,American Pale Lager,16.0,6.0,,Old Forge Brewing Company,Danville,PA
Falling Down Brown Ale,American Brown Ale,16.0,6.5,65.0,Old Forge Brewing Company,Danville,PA
Resolution Rye Stout,American Stout,16.0,6.8,,Old Forge Brewing Company,Danville,PA
Plowshare Porter,American Porter,16.0,5.5,,Old Forge Brewing Company,Danville,PA
Old Forge Pumpkin Ale,Pumpkin Ale,16.0,4.6,20.0,Old Forge Brewing Company,Danville,PA
Endless Sun Ale,American Pale Wheat Ale,16.0,4.5,,Old Forge Brewing Company,Danville,PA
Celestial Blonde Ale,American Blonde Ale,16.0,6.5,,Old Forge Brewing Company,Danville,PA
Overbite IPA,American IPA,16.0,7.5,,Old Forge Brewing Company,Danville,PA
T-Rail Pale Ale,American Pale Ale (APA),16.0,5.5,,Old Forge Brewing Company,Danville,PA
Endless Summer Ale,American Pale Wheat Ale,16.0,4.8,,Old Forge Brewing Company,Danville,PA
Clem's Gold,American Pale Lager,16.0,5.3,,Orlison Brewing Company,Airway Heights,WA
Lizzy's Red,American Amber / Red Lager,16.0,5.5,,Orlison Brewing Company,Airway Heights,WA
Orlison India Pale Lager,American Pale Lager,16.0,6.7,,Orlison Brewing Company,Airway Heights,WA
Brünette,Euro Dark Lager,16.0,4.2,,Orlison Brewing Company,Airway Heights,WA
Havanüther,Light Lager,16.0,4.1,,Orlison Brewing Company,Airway Heights,WA
Lyric Ale,Saison / Farmhouse Ale,12.0,6.5,,Orpheus Brewing,Atlanta,GA
Atalanta,Saison / Farmhouse Ale,12.0,5.3,,Orpheus Brewing,Atlanta,GA
Pinner Throwback IPA,American IPA,12.0,4.9,35.0,Oskar Blues Brewery,Longmont,CO
Centennial State Pale Ale,American Pale Ale (APA),19.2,5.2,,Oskar Blues Brewery,Longmont,CO
Old Chub NITRO,Scotch Ale / Wee Heavy,16.0,8.0,,Oskar Blues Brewery,Longmont,CO
The CROWLER™,,32.0,,,Oskar Blues Brewery,Longmont,CO
CAN'D AID Foundation,,12.0,,,Oskar Blues Brewery,Longmont,CO
Icey.P.A.,American IPA,16.0,,,Oskar Blues Brewery,Longmont,CO
Birth IPA,American IPA,12.0,,,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale,American Pale Ale (APA),12.0,6.5,65.0,Oskar Blues Brewery,Longmont,CO
Mama's Little Yella Pils,Czech Pilsener,19.2,5.3,35.0,Oskar Blues Brewery,Longmont,CO
oSKAr the G'Rauch,American IPA,19.2,8.5,,Oskar Blues Brewery,Longmont,CO
The Deuce,American Brown Ale,16.0,7.0,,Oskar Blues Brewery,Longmont,CO
Gordon Imperial Red,American Double / Imperial IPA,12.0,8.7,85.0,Oskar Blues Brewery,Longmont,CO
G'KNIGHT,American Double / Imperial IPA,16.0,8.7,85.0,Oskar Blues Brewery,Longmont,CO
15th Anniversary Abbey Ale,Belgian Dark Ale,16.0,9.0,,Oskar Blues Brewery,Longmont,CO
Chaka,Belgian Strong Pale Ale,16.0,8.0,,Oskar Blues Brewery,Longmont,CO
HGH,American Strong Ale,12.0,8.0,70.0,Oskar Blues Brewery,Longmont,CO
Deviant Dale's IPA,American Double / Imperial IPA,16.0,8.0,,Oskar Blues Brewery,Longmont,CO
One Hit Wonder,American Double / Imperial IPA,12.0,9.0,60.0,Oskar Blues Brewery,Longmont,CO
Ten Fidy Imperial Stout,Russian Imperial Stout,12.0,9.9,98.0,Oskar Blues Brewery,Longmont,CO
GUBNA Imperial IPA,American Double / Imperial IPA,12.0,9.9,100.0,Oskar Blues Brewery,Longmont,CO
Old Chub,Scottish Ale,12.0,8.0,35.0,Oskar Blues Brewery,Longmont,CO
Gordon Ale,American Double / Imperial IPA,12.0,8.7,85.0,Oskar Blues Brewery,Longmont,CO
Gordon,American Double / Imperial IPA,12.0,9.2,85.0,Oskar Blues Brewery,Lyons,CO
Leroy,American Brown Ale,12.0,5.2,,Oskar Blues Brewery,Lyons,CO
Gordon Beer,American Double / Imperial IPA,12.0,8.7,60.0,Oskar Blues Brewery,Lyons,CO
Ten Fidy,Russian Imperial Stout,12.0,9.9,98.0,Oskar Blues Brewery (North Carol...,Brevard,NC
Fresh Slice White IPA,American White IPA,12.0,5.5,45.0,Otter Creek Brewing,Middlebury,VT
Overgrown American Pale Ale,American Pale Ale (APA),12.0,5.5,55.0,Otter Creek Brewing,Waterbury,VT
Ozark American Pale Ale,American Pale Ale (APA),12.0,4.0,39.0,Ozark Beer Company,Rogers,AR
Hula Hoppie Session IPA,American IPA,12.0,4.8,,Palisade Brewing Company,Palisade,CO
Dirty Hippie Dark Wheat,American Dark Wheat Ale,12.0,5.3,,Palisade Brewing Company,Palisade,CO
Rustic Red,Irish Red Ale,16.0,5.2,23.0,Pateros Creek Brewing Company,Fort Collins,CO
Stimulator Pale Ale,American Pale Ale (APA),16.0,5.3,48.0,Pateros Creek Brewing Company,Fort Collins,CO
Old Town Ale,Kölsch,16.0,4.5,22.0,Pateros Creek Brewing Company,Fort Collins,CO
Car 21,English Bitter,16.0,4.4,28.0,Pateros Creek Brewing Company,Fort Collins,CO
Cache La Porter,American Porter,16.0,5.0,24.0,Pateros Creek Brewing Company,Fort Collins,CO
Rodeo Rye Pale Ale,American Pale Ale (APA),12.0,4.2,35.0,Payette Brewing Company,Garden City,ID
Outlaw IPA,American IPA,12.0,6.2,65.0,Payette Brewing Company,Garden City,ID
North Fork Lager,American Pale Lager,12.0,4.4,,Payette Brewing Company,Garden City,ID
Payette Pale Ale,American Pale Ale (APA),12.0,4.8,35.0,Payette Brewing Company,Garden City,ID
Mutton Buster,American Brown Ale,12.0,5.5,25.0,Payette Brewing Company,Garden City,ID
Side Kick Kölsch,Kölsch,12.0,5.0,,Peace Tree Brewing Company,Knoxville,IA
Fresh Cut Pilsner,American Pilsner,12.0,4.6,,Peak Organic Brewing Company,Portland,ME
Summer Session Ale,American Pale Wheat Ale,12.0,5.0,61.0,Peak Organic Brewing Company,Portland,ME
Lobo Lito,Light Lager,12.0,4.0,12.0,Pedernales Brewing Company,Fredericksburg,TX
Robert Earl Keen Honey Pils,American Pilsner,12.0,5.0,17.0,Pedernales Brewing Company,Fredericksburg,TX
Mound Builder IPA,American IPA,12.0,6.5,77.0,People's Brewing Company,Lafayette,IN
Amazon Princess IPA,American IPA,12.0,6.2,62.0,People's Brewing Company,Lafayette,IN
Farmer's Daughter Wheat,American Pale Wheat Ale,12.0,4.2,,People's Brewing Company,Lafayette,IN
People's Pilsner,German Pilsener,12.0,4.5,,People's Brewing Company,Lafayette,IN
Hotbox Brown,American Brown Ale,12.0,5.5,10.0,Perrin Brewing Company,Comstock Park,MI
Gold,American Blonde Ale,12.0,4.8,15.0,Perrin Brewing Company,Comstock Park,MI
Black,American Black Ale,12.0,5.8,,Perrin Brewing Company,Comstock Park,MI
98 Problems,American IPA,12.0,6.5,65.0,Perrin Brewing Company,Comstock Park,MI
Veteran’s Pale Ale,American Pale Ale (APA),12.0,5.0,40.0,Perrin Brewing Company,Comstock Park,MI
Grapefruit IPA,American IPA,12.0,5.0,35.0,Perrin Brewing Company,Comstock Park,MI
Pete's ESP Lager,American Pale Lager,12.0,5.1,,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Summer Brew,American Pale Wheat Ale,12.0,4.7,,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Bohemian Pilsner,Czech Pilsener,12.0,4.9,,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Pale Ale,American Pale Ale (APA),12.0,,,Pete's Brewing Company,San Antonio,TX
Sparkle,American Pale Lager,16.0,4.1,12.0,Petoskey Brewing,Petoskey,MI
North 45 Amber Ale,American Amber / Red Ale,16.0,5.9,25.0,Petoskey Brewing,Petoskey,MI
Horny Monk,Dubbel,16.0,6.9,20.0,Petoskey Brewing,Petoskey,MI
Mind's Eye PA,American IPA,16.0,6.7,74.0,Petoskey Brewing,Petoskey,MI
Camelback,American IPA,12.0,6.1,60.0,Phoenix Ale Brewery,Phoenix,AZ
Local 5 Pale Ale,American Pale Ale (APA),16.0,5.6,,Pikes Peak Brewing Company,Monument,CO
Devils Head Red Ale,American Amber / Red Ale,16.0,7.3,,Pikes Peak Brewing Company,Monument,CO
Elephant Rock IPA,American IPA,12.0,7.0,75.0,Pikes Peak Brewing Company,Monument,CO
Black Bay Milk Stout,Milk / Sweet Stout,12.0,5.0,,Pine Street Brewery,San Francisco,CA
Atom Splitter Pale Ale,American Pale Ale (APA),12.0,5.0,,Pine Street Brewery,San Francisco,CA
Hot Date Ale,Chile Beer,16.0,6.0,20.0,Piney River Brewing Company,Bucryus,MO
Masked Bandit IPA,American Black Ale,16.0,7.0,,Piney River Brewing Company,Bucryus,MO
Sweet Potato Ale,Fruit / Vegetable Beer,16.0,6.0,24.0,Piney River Brewing Company,Bucryus,MO
Float Trip Ale,American Blonde Ale,16.0,4.5,18.0,Piney River Brewing Company,Bucryus,MO
Old Tom Porter,American Porter,16.0,5.5,25.0,Piney River Brewing Company,Bucryus,MO
Black Walnut Wheat,American Dark Wheat Ale,16.0,4.5,18.0,Piney River Brewing Company,Bucryus,MO
McKinney Eddy Amber Ale,American Amber / Red Ale,16.0,5.5,20.0,Piney River Brewing Company,Bucryus,MO
Missouri Mule India Pale Ale,American IPA,16.0,7.0,70.0,Piney River Brewing Company,Bucryus,MO
Blood of the Unicorn,American Amber / Red Ale,16.0,6.5,,Pipeworks Brewing Company,Chicago,IL
GreyBeard™ IPA,American IPA,12.0,6.9,51.0,Pisgah Brewing Company,Black Mountain,NC
Pisgah Pale Ale,American Pale Ale (APA),12.0,5.7,31.0,Pisgah Brewing Company,Black Mountain,NC
PONTO S.I.P.A.,American IPA,16.0,4.5,,Pizza Port Brewing Company,Carlsbad,CA
Chronic Ale,American Amber / Red Ale,16.0,4.9,,Pizza Port Brewing Company,Carlsbad,CA
Swami's India Pale Ale,American IPA,16.0,6.8,,Pizza Port Brewing Company,Carlsbad,CA
New Cleveland Palesner,American Pilsner,12.0,5.0,,Platform Beer Company,Cleveland,OH
Mazzie,American Pale Ale (APA),12.0,5.4,45.0,Pollyanna Brewing Company,Lemont,IL
Big Chuck Barleywine,American Barleywine,12.0,9.9,,Portside Brewery,Cleveland,OH
Ponderosa IPA,American IPA,12.0,,,Prescott Brewing Company,Prescott,AZ
Liquid Amber Ale,American Amber / Red Ale,12.0,,,Prescott Brewing Company,Prescott,AZ
Morning Wood Wheat,American Pale Wheat Ale,12.0,5.9,14.0,Pug Ryan's Brewery,Dillon,CO
Hideout Helles,Munich Helles Lager,12.0,6.9,17.0,Pug Ryan's Brewery,Dillon,CO
Dead Eye Dunkel,Munich Dunkel Lager,12.0,6.0,15.0,Pug Ryan's Brewery,Dillon,CO
Peacemaker Pilsner,Czech Pilsener,12.0,5.8,21.0,Pug Ryan's Brewery,Dillon,CO
Over the Rail Pale Ale,American Pale Ale (APA),12.0,5.7,68.0,Pug Ryan's Brewery,Dillon,CO
Pallavicini Pilsner,Czech Pilsener,12.0,5.8,21.0,Pug Ryan's Brewery,Dillon,CO
Pyramid Hefeweizen,Hefeweizen,12.0,5.2,18.0,Pyramid Breweries,Seattle,WA
Haywire Hefeweizen,Hefeweizen,16.0,5.2,18.0,Pyramid Breweries,Seattle,WA
Golden Fleece,Belgian Pale Ale,12.0,4.5,35.0,Quest Brewing Company,Greenville,SC
Smoking Mirror,American Porter,12.0,5.5,30.0,Quest Brewing Company,Greenville,SC
Rahr's Blonde,Munich Helles Lager,12.0,4.6,,Rahr & Sons Brewing Company,Fort Worth,TX
Pride of Texas Pale Ale,American Pale Ale (APA),12.0,5.8,60.0,Rahr & Sons Brewing Company,Fort Worth,TX
18th Anniversary Gose,Gose,12.0,4.4,5.0,Real Ale Brewing Company,Blanco,TX
White,Witbier,12.0,4.6,25.0,Real Ale Brewing Company,Blanco,TX
BLAKKR,American Black Ale,12.0,9.9,85.0,Real Ale Brewing Company,Blanco,TX
Firemans #4 Blonde Ale,American Blonde Ale,12.0,5.1,21.0,Real Ale Brewing Company,Blanco,TX
The Sword Iron Swan Ale,English Pale Ale,12.0,5.9,,Real Ale Brewing Company,Blanco,TX
Hans' Pils,German Pilsener,12.0,5.3,52.0,Real Ale Brewing Company,Blanco,TX
Four Squared,American Blonde Ale,12.0,6.0,50.0,Real Ale Brewing Company,Blanco,TX
Watership Brown Ale,American Brown Ale,12.0,7.2,55.0,Red Hare Brewing Company,Marietta,GA
Gangway IPA,American IPA,12.0,6.2,55.0,Red Hare Brewing Company,Marietta,GA
Long Day Lager,Czech Pilsener,12.0,4.9,,Red Hare Brewing Company,Marietta,GA
Farmer's Daughter Blonde,American Blonde Ale,16.0,5.1,17.0,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
Pump House IPA,American IPA,16.0,5.5,45.0,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
Suicide Blonde IPA,Belgian IPA,16.0,7.0,,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
Honey Rye,Rye Beer,16.0,5.8,18.0,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
Happy Cider,Cider,16.0,5.5,,Red Tank Cider Company,Bend,OR
Long Hammer IPA,American IPA,16.0,6.5,44.0,Redhook Brewery,Woodinville,WA
Copper Hook,American Amber / Red Ale,12.0,5.8,27.0,Redhook Brewery,Woodinville,WA
Nectar of the Hops,Mead,16.0,8.0,,Redstone Meadery,Boulder,CO
Sunshine Nectar,Mead,16.0,8.0,,Redstone Meadery,Boulder,CO
Black Raspberry Nectar,Mead,16.0,8.0,,Redstone Meadery,Boulder,CO
Blood Orange Wit,Witbier,16.0,5.0,16.0,Refuge Brewery,Temecula,CA
Consilium,American Pale Ale (APA),12.0,5.0,40.0,Renegade Brewing Company,Denver,CO
Hammer & Sickle,Russian Imperial Stout,12.0,9.0,60.0,Renegade Brewing Company,Denver,CO
Redacted Rye IPA,American IPA,16.0,7.0,100.0,Renegade Brewing Company,Denver,CO
Elevation Triple India Pale Ale,American Double / Imperial IPA,12.0,9.9,100.0,Renegade Brewing Company,Denver,CO
5:00 O'Clock Afternoon Ale,American Blonde Ale,16.0,5.0,25.0,Renegade Brewing Company,Denver,CO
Ryeteous Rye IPA,American IPA,16.0,7.0,100.0,Renegade Brewing Company,Denver,CO
Stout Ol' Friend,American Stout,16.0,6.4,,Revolution Brewing,Paonia,CO
Miner's Gold,American Blonde Ale,16.0,5.0,,Revolution Brewing,Paonia,CO
Vienna Lager,Vienna Lager,16.0,4.6,,Revolution Brewing,Paonia,CO
Jessie's Garage,American Pale Ale (APA),16.0,5.6,,Revolution Brewing,Paonia,CO
Fist City,American Pale Ale (APA),12.0,5.5,40.0,Revolution Brewing Company,Chicago,IL
A Little Crazy,Belgian Pale Ale,12.0,6.8,,Revolution Brewing Company,Chicago,IL
Rosa Hibiscus Ale,Herbed / Spiced Beer,12.0,5.8,15.0,Revolution Brewing Company,Chicago,IL
Fistmas Ale,Herbed / Spiced Beer,12.0,6.1,31.0,Revolution Brewing Company,Chicago,IL
Oktoberfest Revolution,Märzen / Oktoberfest,12.0,5.7,25.0,Revolution Brewing Company,Chicago,IL
Eugene Porter,American Porter,12.0,6.8,28.0,Revolution Brewing Company,Chicago,IL
Anti-Hero IPA,American IPA,12.0,6.5,70.0,Revolution Brewing Company,Chicago,IL
Bottom Up Belgian Wit,Witbier,12.0,5.0,14.0,Revolution Brewing Company,Chicago,IL
Hustle,American Amber / Red Ale,12.0,5.7,42.0,Rhinegeist Brewery,Cincinnati,OH
Pure Fury,American Pale Ale (APA),12.0,5.5,42.0,Rhinegeist Brewery,Cincinnati,OH
Dad,American Amber / Red Ale,12.0,6.0,60.0,Rhinegeist Brewery,Cincinnati,OH
Panther,American Porter,12.0,5.8,35.0,Rhinegeist Brewery,Cincinnati,OH
Franz,Märzen / Oktoberfest,12.0,5.2,21.0,Rhinegeist Brewery,Cincinnati,OH
Zen,American Pale Ale (APA),12.0,4.3,45.0,Rhinegeist Brewery,Cincinnati,OH
Truth,American IPA,12.0,7.2,75.0,Rhinegeist Brewery,Cincinnati,OH
Cougar,American Blonde Ale,12.0,4.8,25.0,Rhinegeist Brewery,Cincinnati,OH
Smooth Operator,Cream Ale,16.0,3.8,,Right Brain Brewery,Traverse City,MI
Maine Island Trail Ale,American Pale Ale (APA),16.0,4.3,,Rising Tide Brewing Company,Portland,ME
River North White Ale,Witbier,16.0,5.0,,River North Brewery,Denver,CO
River North Ale,American Amber / Red Ale,16.0,5.0,,River North Brewery,Denver,CO
Lil SIPA,American IPA,16.0,5.0,55.0,Rivertown Brewing Company,Lockland,OH
Hop Bomber Rye Pale Ale,American Pale Ale (APA),16.0,5.5,60.0,Rivertown Brewing Company,Lockland,OH
Jah Mon,American IPA,12.0,5.0,100.0,Rivertowne Brewing Company,Export,PA
Headless Wylie,Pumpkin Ale,12.0,8.0,,Rivertowne Brewing Company,Export,PA
Dayman IPA,American IPA,12.0,5.0,,Rivertowne Brewing Company,Export,PA
All Aboard! Anniversary Stout,Oatmeal Stout,12.0,7.1,,Rivertowne Brewing Company,Export,PA
Hop Lace,American White IPA,12.0,6.2,,Rivertowne Brewing Company,Export,PA
OH-PA Session Pale Ale,American Pale Ale (APA),12.0,4.8,,Rivertowne Brewing Company,Export,PA
Patrick's Poison,American Amber / Red Ale,12.0,8.0,,Rivertowne Brewing Company,Export,PA
Rudolph's Red,American Amber / Red Ale,12.0,8.1,,Rivertowne Brewing Company,Export,PA
Babbling Blonde,American Blonde Ale,12.0,5.3,,Rivertowne Brewing Company,Export,PA
Maxwell's Scottish Ale,Scottish Ale,12.0,5.1,,Rivertowne Brewing Company,Export,PA
Grateful White,Witbier,12.0,6.1,,Rivertowne Brewing Company,Export,PA
RT Lager,American Amber / Red Lager,12.0,5.5,,Rivertowne Brewing Company,Export,PA
Old Wylie's IPA,American IPA,12.0,6.2,,Rivertowne Brewing Company,Export,PA
Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12.0,4.8,,Rivertowne Brewing Company,Export,PA
Track 1 Amber Lager,American Amber / Red Lager,16.0,4.5,,Roanoke Railhouse Brewery,Roanoke,VA
Pine Knob Pilsner,Czech Pilsener,16.0,5.3,,Rochester Mills Brewing Company,Rochester,MI
Cal and Co. Black Cherry Porter,American Porter,16.0,,,Rochester Mills Brewing Company,Rochester,MI
Lazy Daze Lager,American Adjunct Lager,16.0,5.5,,Rochester Mills Brewing Company,Rochester,MI
Rochester Red Ale,American Amber / Red Ale,16.0,5.9,,Rochester Mills Brewing Company,Rochester,MI
Milkshake Stout,Milk / Sweet Stout,16.0,5.0,,Rochester Mills Brewing Company,Rochester,MI
Cornerstone IPA,American IPA,16.0,7.0,,Rochester Mills Brewing Company,Rochester,MI
Rogue American Amber Ale,American Amber / Red Ale,16.0,5.1,,Rogue Ales,Newport,OR
12th Round,American Strong Ale,16.0,7.6,78.0,RoughTail Brewing Company,Midwest City,OK
RoughTail IPA,American IPA,16.0,7.0,80.0,RoughTail Brewing Company,Midwest City,OK
Polar Night Stout,American Stout,16.0,8.0,,RoughTail Brewing Company,Midwest City,OK
Sundown,Saison / Farmhouse Ale,12.0,7.1,36.0,Round Guys Brewing,Lansdale,PA
Sanctified,Belgian Strong Pale Ale,12.0,9.9,,Round Guys Brewing,Lansdale,PA
Fear of a Brett Planet,American Pale Ale (APA),12.0,5.1,,Round Guys Brewing,Lansdale,PA
Original Slacker Ale,English Brown Ale,12.0,5.6,40.0,Round Guys Brewing,Lansdale,PA
Alpha Blackback,American Black Ale,12.0,7.2,,Round Guys Brewing,Lansdale,PA
Kiss Off IPA,American IPA,12.0,6.3,,Round Guys Brewing,Lansdale,PA
Dog Days Summer Ale,Kölsch,12.0,4.5,28.0,Round Guys Brewing,Lansdale,PA
1881 California Red,American Amber / Red Ale,12.0,5.6,35.0,Ruhstaller Beer Company,Sacramento,CA
CAPT Black IPA,American Black Ale,12.0,7.3,55.0,Ruhstaller Beer Company,Sacramento,CA
Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,12.0,4.8,42.0,Ruhstaller Beer Company,Sacramento,CA
1881 California Red Ale,American Amber / Red Ale,16.0,5.6,35.0,Ruhstaller Beer Company,Sacramento,CA
Saint Archer White Ale,Witbier,12.0,5.0,15.0,Saint Archer Brewery,San Diego,CA
Saint Archer IPA,American IPA,12.0,6.8,66.0,Saint Archer Brewery,San Diego,CA
Saint Archer Pale Ale,American Pale Ale (APA),12.0,5.2,40.0,Saint Archer Brewery,San Diego,CA
Saint Archer Blonde,Kölsch,12.0,4.8,22.0,Saint Archer Brewery,San Diego,CA
Sex Panther,American Porter,12.0,6.9,20.0,SanTan Brewing Company,Chandler,AZ
Winter Warmer,Winter Warmer,16.0,9.5,25.0,SanTan Brewing Company,Chandler,AZ
Count Hopula,American Double / Imperial IPA,16.0,9.1,99.0,SanTan Brewing Company,Chandler,AZ
SunSpot Golden Ale,American Blonde Ale,12.0,5.0,15.0,SanTan Brewing Company,Chandler,AZ
I.W.A.,American Pale Wheat Ale,12.0,6.0,,SanTan Brewing Company,Chandler,AZ
Supermonk I.P.A.,Belgian IPA,12.0,6.5,,SanTan Brewing Company,Chandler,AZ
Epicenter Amber Ale,American Amber / Red Ale,12.0,5.5,20.0,SanTan Brewing Company,Chandler,AZ
SanTan HefeWeizen,Hefeweizen,12.0,5.0,15.0,SanTan Brewing Company,Chandler,AZ
Hop Shock IPA,American IPA,12.0,7.0,85.0,SanTan Brewing Company,Chandler,AZ
Devil’s Ale,American Pale Ale (APA),12.0,5.5,45.0,SanTan Brewing Company,Chandler,AZ
Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,12.0,8.1,,SanTan Brewing Company,Chandler,AZ
Mr. Pineapple,Fruit / Vegetable Beer,12.0,5.0,20.0,SanTan Brewing Company,Chandler,AZ
American Idiot Ale,American Pale Ale (APA),12.0,5.5,45.0,SanTan Brewing Company,Chandler,AZ
Sanitas Saison Ale,Saison / Farmhouse Ale,12.0,5.8,20.0,Sanitas Brewing Company,Boulder,CO
Sanitas Black IPA,American Black Ale,12.0,6.8,65.0,Sanitas Brewing Company,Boulder,CO
Giant DIPA,American Double / Imperial IPA,16.0,8.9,88.0,Santa Cruz Mountain Brewing,Santa Cruz,CA
Dread Brown Ale,American Brown Ale,12.0,5.4,,Santa Cruz Mountain Brewing,Santa Cruz,CA
Casinos IPA,English India Pale Ale (IPA),16.0,7.0,,Santa Cruz Mountain Brewing,Santa Cruz,CA
Saison 88,Saison / Farmhouse Ale,12.0,5.5,30.0,Santa Fe Brewing Company,Santa Fe,NM
Black IPA,American Black Ale,12.0,7.1,95.0,Santa Fe Brewing Company,Santa Fe,NM
Santa Fe Irish Red Ale,Irish Red Ale,12.0,4.5,,Santa Fe Brewing Company,Santa Fe,NM
Santa Fe Oktoberfest,Märzen / Oktoberfest,12.0,,,Santa Fe Brewing Company,Santa Fe,NM
Imperial Java Stout,Russian Imperial Stout,12.0,8.0,,Santa Fe Brewing Company,Santa Fe,NM
Freestyle Pilsner,German Pilsener,12.0,5.5,,Santa Fe Brewing Company,Santa Fe,NM
Happy Camper IPA,American IPA,12.0,6.6,,Santa Fe Brewing Company,Santa Fe,NM
Oval Beach Blonde Ale,American Blonde Ale,16.0,5.0,11.0,Saugatuck Brewing Company,Douglas,MI
